Library_Name_s, env_biome_s, env_feature_s, lat, lon
P01389, city, subway, 40.62, 73.99
P01390, city, subway, 40.62, 73.99
P01391, city, subway, 40.62, 73.98
P01392, city, subway, 40.62, 73.99
P01393, city, subway, 40.62, 73.99
P01394, city, subway, 40.61, 73.98
P01395, city, subway, 40.61, 73.98
P01396, city, subway, 40.61, 73.98
P01397, city, subway, 40.61, 73.98
P01398, city, subway, 40.61, 73.98
P01399, city, subway, 40.61, 73.98
P01400, city, subway, 40.60, 73.98
P01401, city, subway, 40.60, 73.98
P01402, city, subway, 40.59, 73.97
P01403, city, subway, 40.59, 73.97
P01404, city, subway, 40.59, 73.97
P01405, city, subway, 40.59, 73.97
P01406, city, subway, 40.84, 73.91
P01407, city, subway, 40.84, 73.90
P01408, city, subway, 40.84, 73.90
P01409, city, subway, 40.85, 73.90
P01410, city, subway, 40.85, 73.89
P01411, city, subway, 40.85, 73.90
P01412, city, subway, 40.84, 73.90
P01450, city, subway, 40.67, 73.97
P01453, city, subway, 40.66, 73.96
P01454, city, subway, 40.66, 73.96
P01459, city, subway, 40.65, 73.96
P01461, city, subway, 40.64, 73.96
P01465, city, subway, 40.62, 73.96
P01467, city, subway, 40.61, 73.95
P01469, city, subway, 40.59, 73.95
P01470, city, subway, 40.59, 73.95
P01472, city, subway, 40.58, 73.95
P01473, city, subway, 40.57, 73.96
P01474, city, subway, 40.57, 73.96
P01480, city, subway, 40.58, 73.98
P01482, city, subway, 40.60, 73.99
P01485, city, subway, 40.60, 73.99
P01488, city, subway, 40.61, 74.00
P01489, city, subway, 40.63, 74.01
P01490, city, subway, 40.63, 74.01
P01492, city, subway, 40.63, 73.99
P01495, city, subway, 40.64, 73.99
P01497, city, subway, 40.75, 73.99
P01498, city, subway, 40.75, 73.99
P01499, city, subway, 40.75, 73.99
P01500, city, subway, 40.75, 73.99
P01501, city, subway, 40.75, 73.99
P01502, city, subway, 40.75, 73.99
P01503, city, subway, 40.75, 73.99
P01504, city, subway, 40.75, 73.99
P01505, city, subway, 40.75, 73.99
P01506, city, subway, 40.75, 73.99
P01507, city, subway, 40.75, 73.99
P01508, city, subway, 40.75, 73.99
P01509, city, subway, 40.75, 73.99
P01510, city, subway, 40.75, 73.99
P01511, city, subway, 40.75, 73.99
P01512, city, subway, 40.75, 73.99
P01513, city, subway, 40.75, 73.99
P01514, city, subway, 40.75, 73.99
P01515, city, subway, 40.75, 73.99
P01516, city, subway, 40.75, 73.99
P01517, city, subway, 40.75, 73.99
P01518, city, subway, 40.75, 73.99
P01519, city, subway, 40.75, 73.99
P01520, city, subway, 40.75, 73.99
P01521, city, subway, 40.75, 73.99
P01522, city, subway, 40.75, 73.99
P01523, city, subway, 40.75, 73.99
P01524, city, subway, 40.75, 73.99
P01525, city, subway, 40.75, 73.99
P01526, city, subway, 40.75, 73.99
P01527, city, subway, 40.75, 73.99
P01528, city, subway, 40.75, 73.99
P01529, city, subway, 40.75, 73.99
P01530, city, subway, 40.75, 73.99
P01531, city, subway, 40.75, 73.99
P01532, city, subway, 40.75, 73.99
P01533, city, subway, 40.75, 73.99
P01534, city, subway, 40.75, 73.99
P01535, city, subway, 40.75, 73.99
P01536, city, subway, 40.75, 73.99
P01537, city, subway, 40.75, 73.99
P01538, city, subway, 40.75, 73.99
P01600, city, subway, 40.88, 73.87
P01601, city, subway, 40.88, 73.88
P01602, city, subway, 40.87, 73.88
P01603, city, subway, 40.86, 73.89
P01604, city, subway, 40.86, 73.90
P01605, city, subway, 40.85, 73.90
P01606, city, subway, 40.85, 73.90
P01607, city, subway, 40.84, 73.91
P01608, city, subway, 40.84, 73.91
P01609, city, subway, 40.83, 73.91
P01610, city, subway, 40.83, 73.92
P01611, city, subway, 40.81, 73.91
P01612, city, subway, 40.83, 73.92
P01613, city, subway, 40.81, 73.91
PAB001, city, subway, 40.70, 74.01
PAB002, city, subway, 40.70, 74.01
PAB003, city, subway, 40.70, 74.01
PAB004, city, subway, 40.70, 74.01
PAB005, city, subway, 40.70, 74.01
PAB006, city, subway, 40.70, 74.01
PAB007, city, subway, 40.70, 74.01
PAB008, city, subway, 40.70, 74.01
PAB009, city, subway, 40.70, 74.01
PAB010, city, subway, 40.70, 74.01
PAB11, city, subway, 40.70, 74.01
PAB12, city, subway, 40.70, 74.01
PAB13, city, subway, 40.70, 74.01
PAB14, city, subway, 40.70, 74.01
PAB15, city, subway, 40.70, 74.01
PAB16, city, subway, 40.70, 74.01
PAB17, city, subway, 40.70, 74.01
PAB18, city, subway, 40.70, 74.01
PAB19, city, subway, 40.70, 74.01
PAB20, city, subway, 40.70, 74.01
PAB21, city, subway, 40.70, 74.01
PAB22, city, subway, 40.70, 74.01
PAB23, city, subway, 40.70, 74.01
PAB24, city, subway, 40.70, 74.01
PAB25, city, subway, 40.70, 74.01
PAB26, city, subway, 40.70, 74.01
PAB27, city, subway, 40.70, 74.01
PAB28, city, subway, 40.70, 74.01
PAB29, city, subway, 40.70, 74.01
PAB30, city, subway, 40.70, 74.01
PATHOMAP_Mix, not applicable, not applicable, not applicable
PFALL34, city, subway, 40.73, 73.98
PFALL36, city, subway, 40.71, 74.00
PFALL37, city, subway, 40.71, 74.00
PositiveControl_NARG1, not applicable, not applicable, not applicable
PositiveControl_NARG2, not applicable, not applicable, not applicable
PQiagenBeadWash928-1, city, subway, 40.76, 73.96
PQiagenBeadWash928-10, city, subway, 40.76, 73.96
PQiagenBeadWash928-11, city, subway, 40.76, 73.96
PQiagenBeadWash928-12, city, subway, 40.76, 73.96
PQiagenBeadWash928-2, city, subway, 40.76, 73.96
PQiagenBeadWash928-3, city, subway, 40.76, 73.96
PQiagenBeadWash928-5, city, subway, 40.76, 73.96
PQiagenBeadWash928-7, city, subway, 40.76, 73.96
PQiagenBeadWash928-8, city, subway, 40.76, 73.96
PQiagenBeadWash928-9, city, subway, 40.76, 73.96
GCSS-00, aquatic, fish gut, not applicable
GCSS-01, aquatic, canal, 40.68, 73.98
GCSS-02, aquatic, canal, 40.68, 73.98
GCSS-03, aquatic, canal, 40.67, 73.98
GCSS-04, aquatic, canal, 40.67, 73.98
GCSS-05, aquatic, canal, 40.67, 73.98
GCSS-06, aquatic, canal, 40.67, 73.99
GCSS-07, aquatic, canal, 40.67, 73.99
GCSS-08, aquatic, canal, 40.67, 73.98
GCSS-09, aquatic, canal, 40.67, 73.99
GCSS-10, aquatic, canal, 40.67, 73.99
GCSS-11, aquatic, canal, 40.67, 73.99
GCSS-12, aquatic, canal, 40.67, 73.99
GCSS-13, aquatic, canal, 40.67, 73.99
GCSS-14, aquatic, canal, 40.67, 73.99

